Name,Num,Address,Salary
Pari,18192546809263158877,Taltira,23674
Pari,18192567560807397464,Taltira,50000
Pari,18192588312367416375,Taltira,23674
Pari,18192609063943215616,Taltira,50000
Pari,18192629815534795193,Taltira,23674
Pari,18192650567142155112,Taltira,50000
Pari,18192671318765295379,Taltira,23674
Pari,18192692070404216000,Taltira,50000
Pari,18192712822058916981,Taltira,23674
Pari,18192733573729398328,Taltira,50000
Pari,18192754325415660047,Taltira,23674
Pari,18192775077117702144,Taltira,50000
Pari,18192795828835524625,Taltira,23674
Pari,18192816580569127496,Taltira,50000
Pari,18192837332318510763,Taltira,23674
Pari,18192858084083674432,Taltira,50000
Pari,18192878835864618509,Taltira,23674
Pari,18192899587661343000,Taltira,50000
Pari,18192920339473847911,Taltira,23674
Pari,18192941091302133248,Taltira,50000
Pari,18192961843146199017,Taltira,23674
Pari,18192982595006045224,Taltira,50000
Pari,18193003346881671875,Taltira,23674
Pari,18193024098773078976,Taltira,50000
Pari,18193044850680266533,Taltira,23674
Pari,18193065602603234552,Taltira,50000
Pari,18193086354541983039,Taltira,23674
Pari,18193107106496512000,Taltira,50000
Pari,18193127858466821441,Taltira,23674
Pari,18193148610452911368,Taltira,50000
Pari,18193169362454781787,Taltira,23674
Pari,18193190114472432704,Taltira,50000
Pari,18193210866505864125,Taltira,23674
Pari,18193231618555076056,Taltira,50000
Pari,18193252370620068503,Taltira,23674
Pari,18193273122700841472,Taltira,50000
Pari,18193293874797394969,Taltira,23674
Pari,18193314626909729000,Taltira,50000
Pari,18193335379037843571,Taltira,23674
Pari,18193356131181738688,Taltira,50000
Pari,18193376883341414357,Taltira,23674
Pari,18193397635516870584,Taltira,50000
Pari,18193418387708107375,Taltira,23674
Pari,18193439139915124736,Taltira,50000
Pari,18193459892137922673,Taltira,23674
Pari,18193480644376501192,Taltira,50000
Pari,18193501396630860299,Taltira,23674
Pari,18193522148901000000,Taltira,50000
Pari,18193542901186920301,Taltira,23674
Pari,18193563653488621208,Taltira,50000
Pari,18193584405806102727,Taltira,23674
Pari,18193605158139364864,Taltira,50000
Pari,18193625910488407625,Taltira,23674
Pari,18193646662853231016,Taltira,50000
Pari,18193667415233835043,Taltira,23674
Pari,18193688167630219712,Taltira,50000
Pari,18193708920042385029,Taltira,23674
Pari,18193729672470331000,Taltira,50000
Pari,18193750424914057631,Taltira,23674
Pari,18193771177373564928,Taltira,50000
Pari,18193791929848852897,Taltira,23674
Pari,18193812682339921544,Taltira,50000
Pari,18193833434846770875,Taltira,23674
Pari,18193854187369400896,Taltira,50000
Pari,18193874939907811613,Taltira,23674
Pari,18193895692462003032,Taltira,50000
Pari,18193916445031975159,Taltira,23674
Pari,18193937197617728000,Taltira,50000
Pari,18193957950219261561,Taltira,23674
Pari,18193978702836575848,Taltira,50000
Pari,18193999455469670867,Taltira,23674
Pari,18194020208118546624,Taltira,50000
Pari,18194040960783203125,Taltira,23674
Pari,18194061713463640376,Taltira,50000
Pari,18194082466159858383,Taltira,23674
Pari,18194103218871857152,Taltira,50000
Pari,18194123971599636689,Taltira,23674
Pari,18194144724343197000,Taltira,50000
Pari,18194165477102538091,Taltira,23674
Pari,18194186229877659968,Taltira,50000
Pari,18194206982668562637,Taltira,23674
Pari,18194227735475246104,Taltira,50000
Pari,18194248488297710375,Taltira,23674
Pari,18194269241135955456,Taltira,50000
Pari,18194289993989981353,Taltira,23674
Pari,18194310746859788072,Taltira,50000
Pari,18194331499745375619,Taltira,23674
Pari,18194352252646744000,Taltira,50000
Pari,18194373005563893221,Taltira,23674
Pari,18194393758496823288,Taltira,50000
Pari,18194414511445534207,Taltira,23674
Pari,18194435264410025984,Taltira,50000
Pari,18194456017390298625,Taltira,23674
Pari,18194476770386352136,Taltira,50000
Pari,18194497523398186523,Taltira,23674
Pari,18194518276425801792,Taltira,50000
Pari,18194539029469197949,Taltira,23674
Pari,18194559782528375000,Taltira,50000
Pari,18194580535603332951,Taltira,23674
Pari,18194601288694071808,Taltira,50000
Pari,18194622041800591577,Taltira,23674
Pari,18194642794922892264,Taltira,50000
Pari,18194663548060973875,Taltira,23674
Pari,18194684301214836416,Taltira,50000
Pari,18194705054384479893,Taltira,23674
Pari,18194725807569904312,Taltira,50000
Pari,18194746560771109679,Taltira,23674
Pari,18194767313988096000,Taltira,50000
Pari,18194788067220863281,Taltira,23674
Pari,18194808820469411528,Taltira,50000
Pari,18194829573733740747,Taltira,23674
Pari,18194850327013850944,Taltira,50000
Pari,18194871080309742125,Taltira,23674
Pari,18194891833621414296,Taltira,50000
Pari,18194912586948867463,Taltira,23674
Pari,18194933340292101632,Taltira,50000
Pari,18194954093651116809,Taltira,23674
Pari,18194974847025913000,Taltira,50000
Pari,18194995600416490211,Taltira,23674
Pari,18195016353822848448,Taltira,50000
Pari,18195037107244987717,Taltira,23674
Pari,18195057860682908024,Taltira,50000
Pari,18195078614136609375,Taltira,23674
Pari,18195099367606091776,Taltira,50000
Pari,18195120121091355233,Taltira,23674
Pari,18195140874592399752,Taltira,50000
Pari,18195161628109225339,Taltira,23674
Pari,18195182381641832000,Taltira,50000
Pari,18195203135190219741,Taltira,23674
Pari,18195223888754388568,Taltira,50000
Pari,18195244642334338487,Taltira,23674
Pari,18195265395930069504,Taltira,50000
Pari,18195286149541581625,Taltira,23674
Pari,18195306903168874856,Taltira,50000
Pari,18195327656811949203,Taltira,23674
Pari,18195348410470804672,Taltira,50000
Pari,18195369164145441269,Taltira,23674
Pari,18195389917835859000,Taltira,50000
Pari,18195410671542057871,Taltira,23674
Pari,18195431425264037888,Taltira,50000
Pari,18195452179001799057,Taltira,23674
Pari,18195472932755341384,Taltira,50000
Pari,18195493686524664875,Taltira,23674
Pari,18195514440309769536,Taltira,50000
Pari,18195535194110655373,Taltira,23674
Pari,18195555947927322392,Taltira,50000
Pari,18195576701759770599,Taltira,23674
Pari,18195597455608000000,Taltira,50000
Pari,18195618209472010601,Taltira,23674
Pari,18195638963351802408,Taltira,50000
Pari,18195659717247375427,Taltira,23674
Pari,18195680471158729664,Taltira,50000
Pari,18195701225085865125,Taltira,23674
Pari,18195721979028781816,Taltira,50000
Pari,18195742732987479743,Taltira,23674
Pari,18195763486961958912,Taltira,50000
Pari,18195784240952219329,Taltira,23674
Pari,18195804994958261000,Taltira,50000
Pari,18195825748980083931,Taltira,23674
Pari,18195846503017688128,Taltira,50000
Pari,18195867257071073597,Taltira,23674
Pari,18195888011140240344,Taltira,50000
Pari,18195908765225188375,Taltira,23674
Pari,18195929519325917696,Taltira,50000
Pari,18195950273442428313,Taltira,23674
Pari,18195971027574720232,Taltira,50000
Pari,18195991781722793459,Taltira,23674
Pari,18196012535886648000,Taltira,50000
Pari,18196033290066283861,Taltira,23674
Pari,18196054044261701048,Taltira,50000
Pari,18196074798472899567,Taltira,23674
Pari,18196095552699879424,Taltira,50000
Pari,18196116306942640625,Taltira,23674
Pari,18196137061201183176,Taltira,50000
Pari,18196157815475507083,Taltira,23674
Pari,18196178569765612352,Taltira,50000
Pari,18196199324071498989,Taltira,23674
Pari,18196220078393167000,Taltira,50000
Pari,18196240832730616391,Taltira,23674
Pari,18196261587083847168,Taltira,50000
Pari,18196282341452859337,Taltira,23674
Pari,18196303095837652904,Taltira,50000
Pari,18196323850238227875,Taltira,23674
Pari,18196344604654584256,Taltira,50000
Pari,18196365359086722053,Taltira,23674
Pari,18196386113534641272,Taltira,50000
Pari,18196406867998341919,Taltira,23674
Pari,18196427622477824000,Taltira,50000
Pari,18196448376973087521,Taltira,23674
Pari,18196469131484132488,Taltira,50000
Pari,18196489886010958907,Taltira,23674
Pari,18196510640553566784,Taltira,50000
Pari,18196531395111956125,Taltira,23674
Pari,18196552149686126936,Taltira,50000
Pari,18196572904276079223,Taltira,23674
Pari,18196593658881812992,Taltira,50000
Pari,18196614413503328249,Taltira,23674
Pari,18196635168140625000,Taltira,50000
Pari,18196655922793703251,Taltira,23674
Pari,18196676677462563008,Taltira,50000
Pari,18196697432147204277,Taltira,23674
Pari,18196718186847627064,Taltira,50000
Pari,18196738941563831375,Taltira,23674
Pari,18196759696295817216,Taltira,50000
Pari,18196780451043584593,Taltira,23674
Pari,18196801205807133512,Taltira,50000
Pari,18196821960586463979,Taltira,23674
Pari,18196842715381576000,Taltira,50000
Pari,18196863470192469581,Taltira,23674
Pari,18196884225019144728,Taltira,50000
Pari,18196904979861601447,Taltira,23674
Pari,18196925734719839744,Taltira,50000
Pari,18196946489593859625,Taltira,23674
Pari,18196967244483661096,Taltira,50000
Pari,18196987999389244163,Taltira,23674
Pari,18197008754310608832,Taltira,50000
Pari,18197029509247755109,Taltira,23674
Pari,18197050264200683000,Taltira,50000
Pari,18197071019169392511,Taltira,23674
Pari,18197091774153883648,Taltira,50000
Pari,18197112529154156417,Taltira,23674
Pari,18197133284170210824,Taltira,50000
Pari,18197154039202046875,Taltira,23674
Pari,18197174794249664576,Taltira,50000
Pari,18197195549313063933,Taltira,23674
Pari,18197216304392244952,Taltira,50000
Pari,18197237059487207639,Taltira,23674
Pari,18197257814597952000,Taltira,50000
Pari,18197278569724478041,Taltira,23674
Pari,18197299324866785768,Taltira,50000
Pari,18197320080024875187,Taltira,23674
Pari,18197340835198746304,Taltira,50000
Pari,18197361590388399125,Taltira,23674
Pari,18197382345593833656,Taltira,50000
Pari,18197403100815049903,Taltira,23674
Pari,18197423856052047872,Taltira,50000
Pari,18197444611304827569,Taltira,23674
Pari,18197465366573389000,Taltira,50000
Pari,18197486121857732171,Taltira,23674
Pari,18197506877157857088,Taltira,50000
Pari,18197527632473763757,Taltira,23674
Pari,18197548387805452184,Taltira,50000
Pari,18197569143152922375,Taltira,23674
Pari,18197589898516174336,Taltira,50000
Pari,18197610653895208073,Taltira,23674
Pari,18197631409290023592,Taltira,50000
Pari,18197652164700620899,Taltira,23674
Pari,18197672920127000000,Taltira,50000
Pari,18197693675569160901,Taltira,23674
Pari,18197714431027103608,Taltira,50000
Pari,18197735186500828127,Taltira,23674
Pari,18197755941990334464,Taltira,50000
Pari,18197776697495622625,Taltira,23674
Pari,18197797453016692616,Taltira,50000
Pari,18197818208553544443,Taltira,23674
Pari,18197838964106178112,Taltira,50000
Pari,18197859719674593629,Taltira,23674
Pari,18197880475258791000,Taltira,50000
Pari,18197901230858770231,Taltira,23674
Pari,18197921986474531328,Taltira,50000
Pari,18197942742106074297,Taltira,23674
Pari,18197963497753399144,Taltira,50000
Pari,18197984253416505875,Taltira,23674
Pari,18198005009095394496,Taltira,50000
Pari,18198025764790065013,Taltira,23674
Pari,18198046520500517432,Taltira,50000
Pari,18198067276226751759,Taltira,23674
Pari,18198088031968768000,Taltira,50000
Pari,18198108787726566161,Taltira,23674
Pari,18198129543500146248,Taltira,50000
Pari,18198150299289508267,Taltira,23674
Pari,18198171055094652224,Taltira,50000
Pari,18198191810915578125,Taltira,23674
Pari,18198212566752285976,Taltira,50000
Pari,18198233322604775783,Taltira,23674
Pari,18198254078473047552,Taltira,50000
Pari,18198274834357101289,Taltira,23674
Pari,18198295590256937000,Taltira,50000
Pari,18198316346172554691,Taltira,23674
Pari,18198337102103954368,Taltira,50000
Pari,18198357858051136037,Taltira,23674
Pari,18198378614014099704,Taltira,50000
Pari,18198399369992845375,Taltira,23674
Pari,18198420125987373056,Taltira,50000
Pari,18198440881997682753,Taltira,23674
Pari,18198461638023774472,Taltira,50000
Pari,18198482394065648219,Taltira,23674
Pari,18198503150123304000,Taltira,50000
Pari,18198523906196741821,Taltira,23674
Pari,18198544662285961688,Taltira,50000
Pari,18198565418390963607,Taltira,23674
Pari,18198586174511747584,Taltira,50000
Pari,18198606930648313625,Taltira,23674
Pari,18198627686800661736,Taltira,50000
Pari,18198648442968791923,Taltira,23674
Pari,18198669199152704192,Taltira,50000
Pari,18198689955352398549,Taltira,23674
Pari,18198710711567875000,Taltira,50000
Pari,18198731467799133551,Taltira,23674
Pari,18198752224046174208,Taltira,50000
Pari,18198772980308996977,Taltira,23674
Pari,18198793736587601864,Taltira,50000
Pari,18198814492881988875,Taltira,23674
Pari,18198835249192158016,Taltira,50000
Pari,18198856005518109293,Taltira,23674
Pari,18198876761859842712,Taltira,50000
Pari,18198897518217358279,Taltira,23674
Pari,18198918274590656000,Taltira,50000
Pari,18198939030979735881,Taltira,23674
Pari,18198959787384597928,Taltira,50000
Pari,18198980543805242147,Taltira,23674
Pari,18199001300241668544,Taltira,50000
Pari,18199022056693877125,Taltira,23674
Pari,18199042813161867896,Taltira,50000
Pari,18199063569645640863,Taltira,23674
Pari,18199084326145196032,Taltira,50000
Pari,18199105082660533409,Taltira,23674
Pari,18199125839191653000,Taltira,50000
Pari,18199146595738554811,Taltira,23674
Pari,18199167352301238848,Taltira,50000
Pari,18199188108879705117,Taltira,23674
Pari,18199208865473953624,Taltira,50000
Pari,18199229622083984375,Taltira,23674
Pari,18199250378709797376,Taltira,50000
Pari,18199271135351392633,Taltira,23674
Pari,18199291892008770152,Taltira,50000
Pari,18199312648681929939,Taltira,23674
Pari,18199333405370872000,Taltira,50000
Pari,18199354162075596341,Taltira,23674
Pari,18199374918796102968,Taltira,50000
Pari,18199395675532391887,Taltira,23674
Pari,18199416432284463104,Taltira,50000
Pari,18199437189052316625,Taltira,23674
Pari,18199457945835952456,Taltira,50000
Pari,18199478702635370603,Taltira,23674
Pari,18199499459450571072,Taltira,50000
Pari,18199520216281553869,Taltira,23674
Pari,18199540973128319000,Taltira,50000
Pari,18199561729990866471,Taltira,23674
Pari,18199582486869196288,Taltira,50000
Pari,18199603243763308457,Taltira,23674
Pari,18199624000673202984,Taltira,50000
Pari,18199644757598879875,Taltira,23674
Pari,18199665514540339136,Taltira,50000
Pari,18199686271497580773,Taltira,23674
Pari,18199707028470604792,Taltira,50000
Pari,18199727785459411199,Taltira,23674
Pari,18199748542464000000,Taltira,50000
Pari,18199769299484371201,Taltira,23674
Pari,18199790056520524808,Taltira,50000
Pari,18199810813572460827,Taltira,23674
Pari,18199831570640179264,Taltira,50000
Pari,18199852327723680125,Taltira,23674
Pari,18199873084822963416,Taltira,50000
Pari,18199893841938029143,Taltira,23674
Pari,18199914599068877312,Taltira,50000
Pari,18199935356215507929,Taltira,23674
Pari,18199956113377921000,Taltira,50000
Pari,18199976870556116531,Taltira,23674
Pari,18199997627750094528,Taltira,50000
Pari,18200018384959854997,Taltira,23674
Pari,18200039142185397944,Taltira,50000
Pari,18200059899426723375,Taltira,23674
Pari,18200080656683831296,Taltira,50000
Pari,18200101413956721713,Taltira,23674
Pari,18200122171245394632,Taltira,50000
Pari,18200142928549850059,Taltira,23674
Pari,18200163685870088000,Taltira,50000
Pari,18200184443206108461,Taltira,23674
Pari,18200205200557911448,Taltira,50000
Pari,18200225957925496967,Taltira,23674
Pari,18200246715308865024,Taltira,50000
Pari,18200267472708015625,Taltira,23674
Pari,18200288230122948776,Taltira,50000
Pari,18200308987553664483,Taltira,23674
Pari,18200329745000162752,Taltira,50000
Pari,18200350502462443589,Taltira,23674
Pari,18200371259940507000,Taltira,50000
Pari,18200392017434352991,Taltira,23674
Pari,18200412774943981568,Taltira,50000
Pari,18200433532469392737,Taltira,23674
Pari,18200454290010586504,Taltira,50000
Pari,18200475047567562875,Taltira,23674
Pari,18200495805140321856,Taltira,50000
Pari,18200516562728863453,Taltira,23674
Pari,18200537320333187672,Taltira,50000
Pari,18200558077953294519,Taltira,23674
Pari,18200578835589184000,Taltira,50000
Pari,18200599593240856121,Taltira,23674
Pari,18200620350908310888,Taltira,50000
Pari,18200641108591548307,Taltira,23674
Pari,18200661866290568384,Taltira,50000
Pari,18200682624005371125,Taltira,23674
Pari,18200703381735956536,Taltira,50000
Pari,18200724139482324623,Taltira,23674
Pari,18200744897244475392,Taltira,50000
Pari,18200765655022408849,Taltira,23674
Pari,18200786412816125000,Taltira,50000
Pari,18200807170625623851,Taltira,23674
Pari,18200827928450905408,Taltira,50000
Pari,18200848686291969677,Taltira,23674
Pari,18200869444148816664,Taltira,50000
Pari,18200890202021446375,Taltira,23674
Pari,18200910959909858816,Taltira,50000
Pari,18200931717814053993,Taltira,23674
Pari,18200952475734031912,Taltira,50000
Pari,18200973233669792579,Taltira,23674
Pari,18200993991621336000,Taltira,50000
Pari,18201014749588662181,Taltira,23674
Pari,18201035507571771128,Taltira,50000
Pari,18201056265570662847,Taltira,23674
Pari,18201077023585337344,Taltira,50000
Pari,18201097781615794625,Taltira,23674
Pari,18201118539662034696,Taltira,50000
Pari,18201139297724057563,Taltira,23674
Pari,18201160055801863232,Taltira,50000
Pari,18201180813895451709,Taltira,23674
Pari,18201201572004823000,Taltira,50000
Pari,18201222330129977111,Taltira,23674
Pari,18201243088270914048,Taltira,50000
Pari,18201263846427633817,Taltira,23674
Pari,18201284604600136424,Taltira,50000
Pari,18201305362788421875,Taltira,23674
Pari,18201326120992490176,Taltira,50000
Pari,18201346879212341333,Taltira,23674
Pari,18201367637447975352,Taltira,50000
Pari,18201388395699392239,Taltira,23674
Pari,18201409153966592000,Taltira,50000
Pari,18201429912249574641,Taltira,23674
Pari,18201450670548340168,Taltira,50000
Pari,18201471428862888587,Taltira,23674
Pari,18201492187193219904,Taltira,50000
Pari,18201512945539334125,Taltira,23674
Pari,18201533703901231256,Taltira,50000
Pari,18201554462278911303,Taltira,23674
Pari,18201575220672374272,Taltira,50000
Pari,18201595979081620169,Taltira,23674
Pari,18201616737506649000,Taltira,50000
Pari,18201637495947460771,Taltira,23674
Pari,18201658254404055488,Taltira,50000
Pari,18201679012876433157,Taltira,23674
Pari,18201699771364593784,Taltira,50000
Pari,18201720529868537375,Taltira,23674
Pari,18201741288388263936,Taltira,50000
Pari,18201762046923773473,Taltira,23674
Pari,18201782805475065992,Taltira,50000
Pari,18201803564042141499,Taltira,23674
Pari,18201824322625000000,Taltira,50000
Pari,18201845081223641501,Taltira,23674
Pari,18201865839838066008,Taltira,50000
Pari,18201886598468273527,Taltira,23674
Pari,18201907357114264064,Taltira,50000
Pari,18201928115776037625,Taltira,23674
Pari,18201948874453594216,Taltira,50000
Pari,18201969633146933843,Taltira,23674
Pari,18201990391856056512,Taltira,50000
Pari,18202011150580962229,Taltira,23674
Pari,18202031909321651000,Taltira,50000
Pari,18202052668078122831,Taltira,23674
Pari,18202073426850377728,Taltira,50000
Pari,18202094185638415697,Taltira,23674
Pari,18202114944442236744,Taltira,50000
Pari,18202135703261840875,Taltira,23674
Pari,18202156462097228096,Taltira,50000
Pari,18202177220948398413,Taltira,23674
Pari,18202197979815351832,Taltira,50000
Pari,18202218738698088359,Taltira,23674
Pari,18202239497596608000,Taltira,50000
Pari,18202260256510910761,Taltira,23674
Pari,18202281015440996648,Taltira,50000
Pari,18202301774386865667,Taltira,23674
Pari,18202322533348517824,Taltira,50000
Pari,18202343292325953125,Taltira,23674
Pari,18202364051319171576,Taltira,50000
Pari,18202384810328173183,Taltira,23674
Pari,18202405569352957952,Taltira,50000
Pari,18202426328393525889,Taltira,23674
Pari,18202447087449877000,Taltira,50000
Pari,18202467846522011291,Taltira,23674
Pari,18202488605609928768,Taltira,50000
Pari,18202509364713629437,Taltira,23674
Pari,18202530123833113304,Taltira,50000
Pari,18202550882968380375,Taltira,23674
Pari,18202571642119430656,Taltira,50000
Pari,18202592401286264153,Taltira,23674
Pari,18202613160468880872,Taltira,50000
Pari,18202633919667280819,Taltira,23674
Pari,18202654678881464000,Taltira,50000
Pari,18202675438111430421,Taltira,23674
Pari,18202696197357180088,Taltira,50000
Pari,18202716956618713007,Taltira,23674
Pari,18202737715896029184,Taltira,50000
Pari,18202758475189128625,Taltira,23674
Pari,18202779234498011336,Taltira,50000
Pari,18202799993822677323,Taltira,23674
Pari,18202820753163126592,Taltira,50000
Pari,18202841512519359149,Taltira,23674
Pari,18202862271891375000,Taltira,50000
Pari,18202883031279174151,Taltira,23674
Pari,18202903790682756608,Taltira,50000
Pari,18202924550102122377,Taltira,23674
Pari,18202945309537271464,Taltira,50000
Pari,18202966068988203875,Taltira,23674
Pari,18202986828454919616,Taltira,50000
Pari,18203007587937418693,Taltira,23674
Pari,18203028347435701112,Taltira,50000
Pari,18203049106949766879,Taltira,23674
Pari,18203069866479616000,Taltira,50000
Pari,18203090626025248481,Taltira,23674
Pari,18203111385586664328,Taltira,50000
Pari,18203132145163863547,Taltira,23674
Pari,18203152904756846144,Taltira,50000
Pari,18203173664365612125,Taltira,23674
Pari,18203194423990161496,Taltira,50000
Pari,18203215183630494263,Taltira,23674
Pari,18203235943286610432,Taltira,50000
Pari,18203256702958510009,Taltira,23674
Pari,18203277462646193000,Taltira,50000
Pari,18203298222349659411,Taltira,23674
Pari,18203318982068909248,Taltira,50000
Pari,18203339741803942517,Taltira,23674
Pari,18203360501554759224,Taltira,50000
Pari,18203381261321359375,Taltira,23674
Pari,18203402021103742976,Taltira,50000
Pari,18203422780901910033,Taltira,23674
Pari,18203443540715860552,Taltira,50000
Pari,18203464300545594539,Taltira,23674
Pari,18203485060391112000,Taltira,50000
Pari,18203505820252412941,Taltira,23674
Pari,18203526580129497368,Taltira,50000
Pari,18203547340022365287,Taltira,23674
Pari,18203568099931016704,Taltira,50000
Pari,18203588859855451625,Taltira,23674
Pari,18203609619795670056,Taltira,50000
Pari,18203630379751672003,Taltira,23674
Pari,18203651139723457472,Taltira,50000
Pari,18203671899711026469,Taltira,23674
Pari,18203692659714379000,Taltira,50000
Pari,18203713419733515071,Taltira,23674
Pari,18203734179768434688,Taltira,50000
Pari,18203754939819137857,Taltira,23674
Pari,18203775699885624584,Taltira,50000
Pari,18203796459967894875,Taltira,23674
Pari,18203817220065948736,Taltira,50000
Pari,18203837980179786173,Taltira,23674
Pari,18203858740309407192,Taltira,50000
Pari,18203879500454811799,Taltira,23674
Pari,18203900260616000000,Taltira,50000
Pari,18203921020792971801,Taltira,23674
Pari,18203941780985727208,Taltira,50000
Pari,18203962541194266227,Taltira,23674
Pari,18203983301418588864,Taltira,50000
Pari,18204004061658695125,Taltira,23674
Pari,18204024821914585016,Taltira,50000
Pari,18204045582186258543,Taltira,23674
Pari,18204066342473715712,Taltira,50000
Pari,18204087102776956529,Taltira,23674
Pari,18204107863095981000,Taltira,50000
Pari,18204128623430789131,Taltira,23674
Pari,18204149383781380928,Taltira,50000
Pari,18204170144147756397,Taltira,23674
Pari,18204190904529915544,Taltira,50000
Pari,18204211664927858375,Taltira,23674
Pari,18204232425341584896,Taltira,50000
Pari,18204253185771095113,Taltira,23674
Pari,18204273946216389032,Taltira,50000
Pari,18204294706677466659,Taltira,23674
Pari,18204315467154328000,Taltira,50000
Pari,18204336227646973061,Taltira,23674
Pari,18204356988155401848,Taltira,50000
Pari,18204377748679614367,Taltira,23674
Pari,18204398509219610624,Taltira,50000
Pari,18204419269775390625,Taltira,23674
Pari,18204440030346954376,Taltira,50000
Pari,18204460790934301883,Taltira,23674
Pari,18204481551537433152,Taltira,50000
Pari,18204502312156348189,Taltira,23674
Pari,18204523072791047000,Taltira,50000
Pari,18204543833441529591,Taltira,23674
Pari,18204564594107795968,Taltira,50000
Pari,18204585354789846137,Taltira,23674
Pari,18204606115487680104,Taltira,50000
Pari,18204626876201297875,Taltira,23674
Pari,18204647636930699456,Taltira,50000
Pari,18204668397675884853,Taltira,23674
Pari,18204689158436854072,Taltira,50000
Pari,18204709919213607119,Taltira,23674
Pari,18204730680006144000,Taltira,50000
Pari,18204751440814464721,Taltira,23674
Pari,18204772201638569288,Taltira,50000
Pari,18204792962478457707,Taltira,23674
Pari,18204813723334129984,Taltira,50000
Pari,18204834484205586125,Taltira,23674
Pari,18204855245092826136,Taltira,50000
Pari,18204876005995850023,Taltira,23674
Pari,18204896766914657792,Taltira,50000
Pari,18204917527849249449,Taltira,23674
Pari,18204938288799625000,Taltira,50000
Pari,18204959049765784451,Taltira,23674
Pari,18204979810747727808,Taltira,50000
Pari,18205000571745455077,Taltira,23674
Pari,18205021332758966264,Taltira,50000
Pari,18205042093788261375,Taltira,23674
Pari,18205062854833340416,Taltira,50000
Pari,18205083615894203393,Taltira,23674
Pari,18205104376970850312,Taltira,50000
Pari,18205125138063281179,Taltira,23674
Pari,18205145899171496000,Taltira,50000
Pari,18205166660295494781,Taltira,23674
Pari,18205187421435277528,Taltira,50000
Pari,18205208182590844247,Taltira,23674
Pari,18205228943762194944,Taltira,50000
Pari,18205249704949329625,Taltira,23674
Pari,18205270466152248296,Taltira,50000
Pari,18205291227370950963,Taltira,23674
Pari,18205311988605437632,Taltira,50000
Pari,18205332749855708309,Taltira,23674
Pari,18205353511121763000,Taltira,50000
Pari,18205374272403601711,Taltira,23674
Pari,18205395033701224448,Taltira,50000
Pari,18205415795014631217,Taltira,23674
Pari,18205436556343822024,Taltira,50000
Pari,18205457317688796875,Taltira,23674
Pari,18205478079049555776,Taltira,50000
Pari,18205498840426098733,Taltira,23674
Pari,18205519601818425752,Taltira,50000
Pari,18205540363226536839,Taltira,23674
Pari,18205561124650432000,Taltira,50000
Pari,18205581886090111241,Taltira,23674
Pari,18205602647545574568,Taltira,50000
Pari,18205623409016821987,Taltira,23674
Pari,18205644170503853504,Taltira,50000
Pari,18205664932006669125,Taltira,23674
Pari,18205685693525268856,Taltira,50000
Pari,18205706455059652703,Taltira,23674
Pari,18205727216609820672,Taltira,50000
Pari,18205747978175772769,Taltira,23674
Pari,18205768739757509000,Taltira,50000
Pari,18205789501355029371,Taltira,23674
Pari,18205810262968333888,Taltira,50000
Pari,18205831024597422557,Taltira,23674
Pari,18205851786242295384,Taltira,50000
Pari,18205872547902952375,Taltira,23674
Pari,18205893309579393536,Taltira,50000
Pari,18205914071271618873,Taltira,23674
